Title,company,location,job_type,Experience_level,Experience_year,categories,department,Number_of_skills
Client Relationship Manager,Walkers,Dubai,Full Time,Experienced,Unknown,Customer Service/Support,Sales/Retail,7
Project Engineer - Ship Repair,"Institute of Marine Engineering, Science & Technology (IMarEST)",Dubai,Full Time,Entry Level,Unknown,Engineering - Construction/Civil/Architecture,Engineering - Mechanical/Electrical,7
Sales Executive,Asmacs Qatar,Riyadh,Full Time,Experienced,Unknown,Business Development,Sales/Retail,7
Project Management Officer,Asmacs Qatar,Riyadh,Full Time,Experienced,Unknown,Engineering - Construction/Civil/Architecture,Project/Program Management,7
Senior Sales Manager - Leisure,Accor,Dubai,Full Time,Experienced,Unknown,Customer Service/Support,Sales/Retail,7
Sr Project Manager,Energy Job Search,Dubai,Full Time,Experienced,Unknown,Engineering - Construction/Civil/Architecture,Project/Program Management,7
Marketing Growth Business Partner,ClockHash,Dubai,Part Time,Experienced,Unknown,Business Development,Sales/Retail,7
Sales Executive - FMCG,PlaceUp,Dubai,Full Time,Experienced,Unknown,Business Development,Sales/Retail,7
Program Senior Manager,Jet Aviation,Dubai,Full Time,Experienced,Unknown,IT/Software Development,Sales/Retail,7
Oracle HCM - Solution Architect - Cognizant,Jobs via eFinancialCareers,Riyadh,Full Time,Experienced,Unknown,Human Resources,Engineering - Telecom/Technology,7
Vice President - Learning Experience,Serco,Dubai,Full Time,Senior Management,Unknown,Accounting/Finance,Operations/Management,7
Commercial Account Executive - Middle East,Datadog,Dubai,Full Time,Experienced,Unknown,Customer Service/Support,Sales/Retail,7
IT Infrastructure Engineer (m/f/d),Halian,Dubai,Full Time,Entry Level,Unknown,Installation/Maintenance/Repair,Engineering - Telecom/Technology,7
Executive-Sales,Marriott International,Dubai,Full Time,Experienced,Unknown,Business Development,Sales/Retail,7
Senior Customer Platform Architect (Middle East),Filigran,Riyadh,Full Time,Experienced,Unknown,IT/Software Development,Engineering - Telecom/Technology,7
Pricing Manager,Etihad,Dubai,Full Time,Experienced,Unknown,Marketing/PR/Advertising,Sales/Retail,7
Manager Accounts Receivable,Etihad,Dubai,Full Time,Experienced,Unknown,Customer Service/Support,Sales/Retail,7
Senior Sales Manager,One&Only Resorts,Dubai,Full Time,Experienced,Unknown,Customer Service/Support,Sales/Retail,7
Sr. Systems Engineer,Versa Networks,Dubai,Full Time,Experienced,Unknown,Installation/Maintenance/Repair,Engineering - Telecom/Technology,7
Inspector - Electrical,AECOM,Dubai,Full Time,Experienced,Unknown,IT/Software Development,Engineering - Telecom/Technology,7
Sales Manager - Pharma,"Banner Química, an IMCD company",Dubai,Full Time,Entry Level,Unknown,Customer Service/Support,Sales/Retail,7
Senior Pricing Executive,VerifiedJobs.ae,Dubai,Full Time,Experienced,Unknown,Marketing/PR/Advertising,Media/Journalism/Publishing,7
Marketing Manager,Alaan,Dubai,Full Time,Experienced,Unknown,Marketing/PR/Advertising,Media/Journalism/Publishing,7
Senior Document Controller,Energy Job Search,Riyadh,Full Time,Manager,Unknown,Administration,Quality,7
Lead Instrument Engineer (Onshore/Offshore),Penspen,Riyadh,Full Time,Experienced,Unknown,IT/Software Development,Engineering - Mechanical/Electrical,7
Business Analyst-Cash Management & VAM,Dicetek LLC,Dubai,Freelance / Project,Experienced,Unknown,IT/Software Development,Analyst/Research,7
Corporate Communications Manager,flyadeal,Makkah,Full Time,Experienced,Unknown,Marketing/PR/Advertising,Media/Journalism/Publishing,7
Senior Construction Engineer,WSP in the Middle East,Riyadh,Full Time,Experienced,Unknown,IT/Software Development,Engineering - Mechanical/Electrical,7
Account Executive (ARIS),ARIS,Riyadh,Full Time,Experienced,Unknown,Customer Service/Support,Sales/Retail,7
Project Manager - Modernization,KONE,Riyadh,Full Time,Entry Level,Unknown,Engineering - Construction/Civil/Architecture,Project/Program Management,7
Tele Sales Executive - Vollzeit (German Speaking),Felix Rippl,Dubai,Full Time,Experienced,Unknown,Business Development,Sales/Retail,7
General Strategy Consultants,Barker Langham,Riyadh,Freelance / Project,Experienced,Unknown,Accounting/Finance,Strategy/Consulting,7
Sales Associate,Stella Stays,Dubai,Full Time,Senior Management,Unknown,Business Development,Sales/Retail,7
Regional Manager,NADIA,Riyadh,Full Time,Manager,Unknown,Business Development,Sales/Retail,7
Sales Engineer,Agile Consultants,Dubai,Full Time,Entry Level,Unknown,Sales/Retail,Engineering - Mechanical/Electrical,7
Brand Trainer,Independent Food Company,Dubai,Full Time,Experienced,Unknown,Business Development,Training/Instructor,7
Project Manager (Offshore),Energy Job Search,Dubai,Full Time,Experienced,Unknown,Engineering - Construction/Civil/Architecture,Project/Program Management,7
QA QC Engineer,DBB Contracting LLC,Dubai,Full Time,Entry Level,Unknown,IT/Software Development,Engineering - Telecom/Technology,7
Quality Control Manager,TotalEnergies,Makkah,Full Time,Experienced,Unknown,IT/Software Development,Engineering - Telecom/Technology,7
System Engineer,ADB SAFEGATE,Riyadh,Full Time,Entry Level,Unknown,Installation/Maintenance/Repair,Engineering - Telecom/Technology,7
Customer Support Manager,Bettorian,Dubai,Full Time,Experienced,Unknown,Administration,Sales/Retail,7
Business Admin & Order Management Commercial - Saudi Arabia/Jeddah,Siemens,Makkah,Full Time,Experienced,Unknown,Administration,Operations/Management,7
Software Engineer (Frontend - ReactJS),Rize | رايز,Riyadh,Full Time,Entry Level,Unknown,IT/Software Development,Engineering - Telecom/Technology,7
"Lead Project Engineer (Offshore Wellhead Tower, Subsea Cable & Piping)",Energy Job Search,Dubai,Full Time,Experienced,Unknown,Engineering - Construction/Civil/Architecture,Engineering - Mechanical/Electrical,7
Receptionist-Operations-Club Management-CX,وقت اللياقة - Fitness Time,Riyadh,Full Time,Entry Level,Unknown,Administration,Operations/Management,7
Managing Director,BYD,Riyadh,Full Time,Senior Management,Unknown,Administration,Sales/Retail,7
Oracle Finance Consultant,Talent 360 ME,Riyadh,Full Time,Experienced,Unknown,Accounting/Finance,Engineering - Telecom/Technology,7
Security Project Manager,Securiguard Middle East LLC,Dubai,Freelance / Project,Experienced,Unknown,Engineering - Construction/Civil/Architecture,Project/Program Management,7
Senior Manager - PR & Communications.2005 EM Marketing & PR.2025348,DWTC Exhibitions - ICT Cluster,Dubai,Full Time,Experienced,Unknown,IT/Software Development,Sales/Retail,7
Quality Engineer,Innovo Group,Dubai,Full Time,Entry Level,Unknown,IT/Software Development,Engineering - Telecom/Technology,7
Director of Sales & Marketing - Golden Tulip Riyadh - Franchised Property,Louvre Hotels Group MENA,Riyadh,Full Time,Manager,Unknown,Operations/Management,Sales/Retail,7
IT Support Engineer (Full Time),LEAMS Education,Dubai,Full Time,Entry Level,Unknown,Installation/Maintenance/Repair,Engineering - Telecom/Technology,7
"Therapeutic Area Partner - Maseeraty Graduate Program, UAE",Novartis,Dubai,Full Time,Experienced,Unknown,IT/Software Development,Sales/Retail,7
Regional Marketing Manager,"HKS, Inc.",Dubai,Full Time,Experienced,Unknown,Marketing/PR/Advertising,Media/Journalism/Publishing,7
Business Analyst,M42 Health,Dubai,Full Time,Experienced,Unknown,IT/Software Development,Engineering - Telecom/Technology,7
Resturant Manager - The Jeddah EDITION,Marriott International,Makkah,Full Time,Experienced,Unknown,Business Development,Operations/Management,7
"Officer, Insurance Services",M42 Health,Dubai,Full Time,Entry Level,Unknown,Administration,Medical/Healthcare,7
Product Specialist Hygiene (m/f/d) – Saudi Arabia,Dürr Dental Italia,Riyadh,Full Time,Experienced,Unknown,Medical/Healthcare,Pharmaceutical,7
General Manager - Golden Tulip Riyadh - Franchised Property,Louvre Hotels Group MENA,Riyadh,Full Time,Senior Management,Unknown,Accounting/Finance,Sales/Retail,7
Senior Sales Engineer,Hitachi Energy,Riyadh,Full Time,Experienced,Unknown,Sales/Retail,Engineering - Mechanical/Electrical,7
Deiver Team Leader,JD.COM,Riyadh,Full Time,Experienced,Unknown,IT/Software Development,Engineering - Telecom/Technology,7
Senior Mechanical Engineer,AECOM,Dubai,Full Time,Experienced,Unknown,IT/Software Development,Engineering - Mechanical/Electrical,7
Senior Backend Engineer - Idaratech,Qureos,Makkah,Full Time,Experienced,Unknown,IT/Software Development,Engineering - Mechanical/Electrical,7
Senior Site Engineer - Electrical(Power Plant Project_Nairyah),WSP in the Middle East,Riyadh,Full Time,Experienced,Unknown,Engineering - Construction/Civil/Architecture,Engineering - Telecom/Technology,7
General Manager - Fairmont Al Khobar (Pre-Opening),Fairmont Hotels & Resorts,Riyadh,Full Time,Senior Management,Unknown,Accounting/Finance,Sales/Retail,7
Team Leader - Concierge - Jumeriah Zabeel Saray,Jumeirah,Dubai,Full Time,Experienced,Unknown,IT/Software Development,Engineering - Telecom/Technology,7
Sr. Engineer - Mechanical,EDGE,Dubai,Full Time,Experienced,Unknown,IT/Software Development,Engineering - Mechanical/Electrical,7
Partnerships and Events Manager - EMEA,Everflow - Partner Marketing Platform,Dubai,Full Time,Experienced,Unknown,Business Development,Sales/Retail,7
General Manager - UAE,JD.COM,Dubai,Full Time,Senior Management,Unknown,Accounting/Finance,Sales/Retail,7
IT Manager,American University of Kuwait (AUK),Dubai,Full Time,Experienced,Unknown,IT/Software Development,Engineering - Telecom/Technology,7
Process Improvement Specialist,Saudi Diesel Equipment Company,Riyadh,Full Time,Entry Level,Unknown,IT/Software Development,Quality,7
Driver Team Leader,JD.COM,Riyadh,Full Time,Experienced,Unknown,IT/Software Development,Engineering - Telecom/Technology,7
Delivery Team Leader,JD.COM,Riyadh,Full Time,Experienced,Unknown,IT/Software Development,Engineering - Telecom/Technology,7
Sr Account Manager Hospitality,Honeywell,Riyadh,Full Time,Experienced,Unknown,Customer Service/Support,Sales/Retail,7
Retail Manager,Ejar Cat Rental Store,Riyadh,Full Time,Experienced,Unknown,Customer Service/Support,Sales/Retail,7
Senior Resident Engineer,AECOM,Dubai,Full Time,Experienced,Unknown,IT/Software Development,Engineering - Mechanical/Electrical,7
Laundry Manager,Grand Hyatt,Riyadh,Full Time,Experienced,Unknown,Business Development,Sales/Retail,7
Business Architect,Emdad Al Khebrat,Riyadh,Full Time,Experienced,Unknown,Business Development,Sales/Retail,7
1. Facilities Engineer,American University of Kuwait (AUK),Ras al-Khaimah,Full Time,Entry Level,Unknown,Engineering - Construction/Civil/Architecture,Engineering - Mechanical/Electrical,7
"ENGINEER, TESTING - Central REGION - FRESH GRADUATE",Alfanar Projects,Riyadh,Full Time,Experienced,Unknown,IT/Software Development,Engineering - Telecom/Technology,7
IT Engineer,"Help AG, an e& enterprise company",Riyadh,Full Time,Not specified,Unknown,Installation/Maintenance/Repair,Engineering - Telecom/Technology,7
System & Network Engineer,ITHR 360° CONSULTING,Dubai,Full Time,Not specified,Unknown,Installation/Maintenance/Repair,Engineering - Telecom/Technology,7
Sales Associate,Läderach Chocolatier Suisse (KSA),Riyadh,Full Time,Entry Level,Unknown,Business Development,Sales/Retail,7
Program Director – Industrial & Manufacturing,Parsons Corporation,Riyadh,Full Time,Manager,Unknown,Manufacturing/Production,Engineering - Mechanical/Electrical,7
Construction Project Manager - Logistics,Aramex,Dubai,Full Time,Experienced,Unknown,Engineering - Construction/Civil/Architecture,Project/Program Management,7
Architect,Agile Consultants,Dubai,Full Time,Experienced,Unknown,Engineering - Construction/Civil/Architecture,IT/Software Development,7
Brand Manager,Agile Consultants,Dubai,Full Time,Experienced,Unknown,Marketing/PR/Advertising,Media/Journalism/Publishing,7
Sales Manager - GCC,Nexans,Dubai,Full Time,Entry Level,Unknown,Customer Service/Support,Sales/Retail,7
Regional Manager - Spare Parts | Automotive | Global Aftersales,Al-Futtaim Automotive - الفطيم للسيارات,Dubai,Full Time,Entry Level,Unknown,Business Development,Sales/Retail,7
Engineer - Material,AECOM,Dubai,Full Time,Entry Level,Unknown,IT/Software Development,Engineering - Mechanical/Electrical,7
Key Relationship Manager,"Bespin Global MEA, an e& enterprise Company",Dubai,Full Time,Experienced,Unknown,Business Development,Sales/Retail,7
Script Writer/ Researcher - Programming,Al Mashhad المشهد,Dubai,Full Time,Senior Management,Unknown,Writing/Editorial,Media/Journalism/Publishing,7
Sales Account Manager,Talent at,Riyadh,Full Time,Experienced,Unknown,Business Development,Sales/Retail,7
Public Relation Manager,Marriott International,Riyadh,Full Time,Experienced,Unknown,Customer Service/Support,Media/Journalism/Publishing,7
Area Sales Manager,Almarai - المراعي,Riyadh,Full Time,Experienced,Unknown,Customer Service/Support,Sales/Retail,7
"Manager, Business Support (885)",Team Saudi,Riyadh,Full Time,Experienced,Unknown,Business Development,Sales/Retail,7
Key Account Manager,NicheHR Global,Dubai,Full Time,Experienced,Unknown,Business Development,Sales/Retail,7
Marketing Communications Manager,MINIMALIST,Dubai,Full Time,Experienced,Unknown,Marketing/PR/Advertising,Media/Journalism/Publishing,7
Director Strategy,Esports World Cup Foundation,Riyadh,Full Time,Senior Management,Unknown,Operations/Management,Sales/Retail,7
Architectural Inspector,KEO International Consultants,Dubai,Full Time,Experienced,Unknown,Engineering - Construction/Civil/Architecture,Engineering - Telecom/Technology,7
Marketing Manager,MINIMALIST,Dubai,Full Time,Experienced,Unknown,Marketing/PR/Advertising,Media/Journalism/Publishing,7
Project Engineer,Energy Job Search,Dubai,Full Time,Entry Level,Unknown,Engineering - Construction/Civil/Architecture,Engineering - Mechanical/Electrical,7
Senior Mechanical Engineer - Stormwater & Pumping Stations,AECOM,Dubai,Full Time,Experienced,Unknown,IT/Software Development,Engineering - Mechanical/Electrical,7
"Application Support Specialist ""D365""",Goldentex,10th of Ramadan City,Full Time,Experienced,2.0,IT/Software Development,Engineering - Telecom/Technology,8
Marketing Manager - Spa,FIVE Hotels and Resorts,Dubai,Full Time,Experienced,Unknown,Marketing/PR/Advertising,Media/Journalism/Publishing,7
DevOps Engineer,Digital Knowledge Company,Riyadh,Full Time,Entry Level,Unknown,Installation/Maintenance/Repair,Engineering - Telecom/Technology,7
Personnel Specialist,Urbnlanes,New Cairo,Full Time,Experienced,5.0,Human Resources,HR,5
Process Engineer - Industrial (WET IC),Larsen & Toubro,Riyadh,Full Time,Entry Level,Unknown,IT/Software Development,Engineering - Mechanical/Electrical,7
"Senior Web and Mobile Full-Stack Engineer (NodeJS, React, React Native)",MDLBEAST,Riyadh,Freelance / Project,Entry Level,Unknown,Creative/Design/Art,Engineering - Telecom/Technology,7
Senior Planning Engineer,Asmacs Qatar,Riyadh,Full Time,Experienced,Unknown,IT/Software Development,Engineering - Mechanical/Electrical,7
Assistant Project Manager,WSP in the Middle East,Riyadh,Freelance / Project,Experienced,Unknown,Engineering - Construction/Civil/Architecture,Project/Program Management,7
Senior Project Manager,WSP in the Middle East,Riyadh,Full Time,Experienced,Unknown,Engineering - Construction/Civil/Architecture,Project/Program Management,7
Robotics Engineer,Expert Hub Robotics,Dubai,Full Time,Entry Level,Unknown,IT/Software Development,Training/Instructor,7
Lead Business Growth - Manpower Outsourcing,Xad Technologies,Dubai,Full Time,Experienced,Unknown,Business Development,Marketing/PR/Advertising,7
Lead Project Manager - Digital Project,Energy Job Search,Dubai,Full Time,Experienced,Unknown,Engineering - Construction/Civil/Architecture,Project/Program Management,7
Automation Projects Engineer,Vontier,Riyadh,Full Time,Entry Level,Unknown,Project/Program Management,Engineering - Mechanical/Electrical,7
SOC Analyst,Dicetek LLC,Dubai,Freelance / Project,Entry Level,Unknown,IT/Software Development,Engineering - Telecom/Technology,7
Project Manager (Hospital),Energy Job Search,Dubai,Full Time,Entry Level,Unknown,Engineering - Construction/Civil/Architecture,Project/Program Management,7
Testing and Commissioning Engineer,Energy Job Search,Riyadh,Full Time,Entry Level,Unknown,IT/Software Development,Engineering - Telecom/Technology,7
Commercial Lead,Wood,Dubai,Full Time,Experienced,Unknown,Business Development,Sales/Retail,7
Sales Manager,Shangri-La Group,Dubai,Full Time,Experienced,Unknown,Customer Service/Support,Sales/Retail,7
LATAM Head/Lead Institutional BD,Monad Foundation,Dubai,Full Time,Manager,Unknown,Operations/Management,Education/Teaching,7
Software/ Digital Solutions Engineer (Customer Facing) - Manager,Eaton,Dubai,Full Time,Entry Level,Unknown,Installation/Maintenance/Repair,Engineering - Telecom/Technology,7
Large Projects Capturing Lead Engineer,Eaton,Dubai,Full Time,Experienced,Unknown,IT/Software Development,Engineering - Telecom/Technology,7
Video Alta Specialist - Avigilon Alta,Motorola Solutions,Dubai,Full Time,Entry Level,Unknown,Marketing/PR/Advertising,Media/Journalism/Publishing,7
Project Engineer - Ship Repair,Energy Job Search,Dubai,Full Time,Entry Level,Unknown,Engineering - Construction/Civil/Architecture,Engineering - Mechanical/Electrical,7
